@relation left_arm_all

@attribute idUSer numeric
@attribute timestamp numeric
@attribute code {la_lowered,la_T,la_raised,la_bended}
@attribute idJoint11 numeric
@attribute x11 numeric
@attribute y11 numeric
@attribute z11 numeric
@attribute a11 numeric
@attribute idJoint12 numeric
@attribute x12 numeric
@attribute y12 numeric
@attribute z12 numeric
@attribute a12 numeric
@attribute idJoint14 numeric
@attribute x14 numeric
@attribute y14 numeric
@attribute z14 numeric
@attribute a14 numeric

@data
1,1380043374288,la_lowered,11,-159.44998,252.41736,-38.520264,1.0,12,-159.44998,-61.130493,-38.520264,0.5,14,-159.45032,-374.6783,-38.520264,0.5
1,1380043374540,la_lowered,11,-159.69855,250.58319,-48.442627,1.0,12,-159.69872,-62.96463,-48.442627,0.5,14,-159.69888,-376.51248,-48.442627,0.5
1,1380043374710,la_lowered,11,-159.7531,250.4685,-49.003906,1.0,12,-159.7531,-63.079315,-49.003906,0.5,14,-159.75345,-376.62714,-49.003906,0.5
1,1380043374907,la_lowered,11,-159.08058,250.36719,-51.293457,1.0,12,-159.08058,-63.180603,-51.293457,0.5,14,-159.08092,-376.72842,-51.293457,0.5
1,1380043375092,la_lowered,11,-159.08058,250.36719,-51.293457,1.0,12,-159.08058,-63.180603,-51.293457,0.5,14,-159.08092,-376.72842,-51.293457,0.5
1,1380043375266,la_lowered,11,-160.13747,249.29578,-52.574463,1.0,12,-160.13747,-64.252075,-52.574463,0.5,14,-160.1378,-377.79987,-52.574463,0.5
1,1380043375530,la_lowered,11,-158.1766,252.30627,-44.131104,1.0,12,-158.17677,-61.241455,-44.131104,0.5,14,-158.17694,-374.78937,-44.131104,0.5
1,1380043375762,la_lowered,11,-158.25858,252.89569,-40.631348,1.0,12,-158.25874,-60.6521,-40.631348,0.5,14,-158.25893,-374.19998,-40.631348,0.5
1,1380043375997,la_lowered,11,-163.4917,247.58105,-50.641113,1.0,12,-163.49187,-65.966736,-50.641113,0.5,14,-163.49205,-379.5146,-50.641113,0.5
1,1380043376205,la_lowered,11,-161.90736,248.16364,-52.970947,1.0,12,-161.90736,-65.384186,-52.970947,0.5,14,-161.90771,-378.932,-52.970947,0.5
1,1380043376454,la_lowered,11,-160.10521,249.80243,-49.32666,1.0,12,-160.10538,-63.745422,-49.32666,0.5,14,-160.10555,-377.2932,-49.32666,0.5
1,1380043376653,la_lowered,11,-159.53378,249.31732,-54.28589,1.0,12,-159.53397,-64.23047,-54.28589,0.5,14,-159.53413,-377.77832,-54.28589,0.5
1,1380043376869,la_lowered,11,-159.7133,248.91864,-55.707764,1.0,12,-159.7133,-64.62918,-55.707764,0.5,14,-159.71364,-378.177,-55.707764,0.5
1,1380043377120,la_lowered,11,-161.59644,247.6792,-56.364258,1.0,12,-161.59644,-65.86859,-56.364258,0.5,14,-161.59677,-379.41647,-56.364258,0.5
1,1380043377371,la_lowered,11,-163.35284,246.80347,-55.03076,1.0,12,-163.35284,-66.744385,-55.03076,0.5,14,-163.35318,-380.29224,-55.03076,0.5
1,1380043377603,la_lowered,11,-159.7308,243.86029,-71.76904,1.0,12,-159.73097,-69.6875,-71.76904,0.5,14,-159.73114,-383.2353,-71.76904,0.5
1,1380043377811,la_lowered,11,-158.28201,242.25998,-80.94141,1.0,12,-158.28218,-71.28784,-80.94141,0.5,14,-158.28235,-384.83566,-80.94141,0.5
1,1380043378030,la_lowered,11,-157.48172,240.25488,-89.56787,1.0,12,-157.4819,-73.29291,-89.56787,0.5,14,-157.48207,-386.84076,-89.56787,0.5
1,1380043378220,la_lowered,11,-157.48172,240.25488,-89.56787,1.0,12,-157.4819,-73.29291,-89.56787,0.5,14,-157.48207,-386.84076,-89.56787,0.5
1,1380043378427,la_lowered,11,-157.07063,240.29034,-90.534424,1.0,12,-157.07063,-73.25748,-90.534424,0.5,14,-157.07097,-386.80536,-90.534424,0.5
1,1380043378622,la_lowered,11,-157.07063,240.29034,-90.534424,1.0,12,-157.07063,-73.25748,-90.534424,0.5,14,-157.07097,-386.80536,-90.534424,0.5
1,1380043378831,la_lowered,11,-156.73955,227.7149,-117.21631,1.0,12,-156.73972,-85.832886,-117.21631,0.5,14,-156.73988,-399.3807,-117.21631,0.5
1,1380043379088,la_lowered,11,-161.22456,234.40533,-97.27661,1.0,12,-161.22475,-79.14249,-97.27661,0.5,14,-161.22491,-392.69037,-97.27661,0.5
1,1380043379298,la_lowered,11,-161.40196,236.56277,-92.23242,1.0,12,-161.40213,-76.98508,-92.23242,0.5,14,-161.4023,-390.53287,-92.23242,0.5
1,1380043379495,la_lowered,11,-158.92337,237.44675,-94.38428,1.0,12,-158.92354,-76.101074,-94.38428,0.5,14,-158.92372,-389.64893,-94.38428,0.5
1,1380043379687,la_lowered,11,-157.17868,239.8183,-91.4397,1.0,12,-157.17885,-73.72955,-91.4397,0.5,14,-157.17902,-387.27737,-91.4397,0.5
1,1380043379855,la_lowered,11,-155.20447,242.12689,-88.8855,1.0,12,-155.20464,-71.42093,-88.8855,0.5,14,-155.2048,-384.96875,-88.8855,0.5
1,1380043380143,la_lowered,11,-163.15355,242.78778,-70.83276,1.0,12,-163.15355,-70.76001,-70.83276,0.5,14,-163.15388,-384.30786,-70.83276,0.5
1,1380043380400,la_lowered,11,-162.01698,243.17645,-72.361084,1.0,12,-162.01715,-70.37131,-72.361084,0.5,14,-162.01732,-383.91916,-72.361084,0.5
1,1380043380630,la_lowered,11,-159.54529,245.45105,-70.365234,1.0,12,-159.54546,-68.0968,-70.365234,0.5,14,-159.54562,-381.6446,-70.365234,0.5
1,1380043380798,la_lowered,11,-159.54529,245.45105,-70.365234,1.0,12,-159.54546,-68.0968,-70.365234,0.5,14,-159.54562,-381.6446,-70.365234,0.5
1,1380043381062,la_lowered,11,-159.63286,245.60883,-69.66968,1.0,12,-159.63286,-67.938934,-69.66968,0.5,14,-159.6332,-381.48676,-69.66968,0.5
1,1380043381218,la_lowered,11,-159.39848,243.63586,-76.56006,1.0,12,-159.39865,-69.911896,-76.56006,0.5,14,-159.39882,-383.45972,-76.56006,0.5
1,1380043381457,la_lowered,11,-161.78334,241.9292,-76.95532,1.0,12,-161.78351,-71.61859,-76.95532,0.5,14,-161.78368,-385.16644,-76.95532,0.5
1,1380043381647,la_lowered,11,-164.06303,241.88385,-71.84961,1.0,12,-164.0632,-71.66397,-71.84961,0.5,14,-164.06339,-385.21173,-71.84961,0.5
1,1380043381846,la_lowered,11,-164.06303,241.88385,-71.84961,1.0,12,-164.0632,-71.66397,-71.84961,0.5,14,-164.06339,-385.21173,-71.84961,0.5
1,1380043382115,la_lowered,11,-166.41779,241.42255,-68.04028,1.0,12,-166.41795,-72.125336,-68.04028,0.5,14,-166.41812,-385.67316,-68.04028,0.5
1,1380043382310,la_lowered,11,-160.12955,247.37665,-59.693115,1.0,12,-160.12955,-66.1712,-59.693115,0.5,14,-160.12988,-379.719,-59.693115,0.5
1,1380043382509,la_lowered,11,-155.20882,245.52374,-76.56079,1.0,12,-155.20898,-68.02408,-76.56079,0.5,14,-155.20915,-381.5719,-76.56079,0.5
1,1380043382729,la_lowered,11,-154.49094,245.93622,-78.538574,1.0,12,-154.4911,-67.61163,-78.538574,0.5,14,-154.49127,-381.15942,-78.538574,0.5
1,1380043382986,la_lowered,11,-159.04381,246.54977,-67.17847,1.0,12,-159.04398,-66.99808,-67.17847,0.5,14,-159.04414,-380.5459,-67.17847,0.5
1,1380043383163,la_lowered,11,-163.26205,243.38809,-68.64038,1.0,12,-163.26205,-70.15976,-68.64038,0.5,14,-163.26239,-383.70758,-68.64038,0.5
1,1380043383392,la_lowered,11,-165.55823,242.31442,-67.075195,1.0,12,-165.55823,-71.2334,-67.075195,0.5,14,-165.55856,-384.78122,-67.075195,0.5
1,1380043383631,la_lowered,11,-166.65384,239.23563,-74.73877,1.0,12,-166.654,-74.312225,-74.73877,0.5,14,-166.65434,-387.86002,-74.73877,0.5
1,1380043383862,la_lowered,11,-170.70845,238.65799,-67.40039,1.0,12,-170.70845,-74.88986,-67.40039,0.5,14,-170.70879,-388.43768,-67.40039,0.5
1,1380043384108,la_lowered,11,-172.87146,237.67896,-65.351074,1.0,12,-172.87163,-75.868835,-65.351074,0.5,14,-172.8718,-389.41675,-65.351074,0.5
1,1380043384354,la_lowered,11,-171.52467,239.01501,-63.75049,1.0,12,-171.52484,-74.53284,-63.75049,0.5,14,-171.52501,-388.08066,-63.75049,0.5
1,1380043384578,la_lowered,11,-169.51459,237.68207,-73.52905,1.0,12,-169.51476,-75.86572,-73.52905,0.5,14,-169.51492,-389.41357,-73.52905,0.5
1,1380043384803,la_lowered,11,-169.58492,239.68472,-66.59546,1.0,12,-169.58492,-73.86307,-66.59546,0.5,14,-169.58525,-387.41086,-66.59546,0.5
1,1380043385053,la_lowered,11,-170.15863,239.80801,-64.80615,1.0,12,-170.1588,-73.739746,-64.80615,0.5,14,-170.15897,-387.28763,-64.80615,0.5
1,1380043385289,la_lowered,11,-171.57388,237.35522,-69.71411,1.0,12,-171.57405,-76.19263,-69.71411,0.5,14,-171.57422,-389.74045,-69.71411,0.5
1,1380043385514,la_lowered,11,-171.4769,238.03387,-67.72461,1.0,12,-171.47707,-75.51395,-67.72461,0.5,14,-171.47723,-389.06177,-67.72461,0.5
1,1380043385761,la_lowered,11,-170.8106,237.9851,-69.630615,1.0,12,-170.81076,-75.56268,-69.630615,0.5,14,-170.81094,-389.11053,-69.630615,0.5
1,1380043386025,la_lowered,11,-166.17743,239.10416,-76.36597,1.0,12,-166.17743,-74.443726,-76.36597,0.5,14,-166.17776,-387.9915,-76.36597,0.5
1,1380043386254,la_lowered,11,-162.4627,244.02051,-68.08667,1.0,12,-162.4627,-69.52728,-68.08667,0.5,14,-162.46304,-383.07513,-68.08667,0.5
1,1380043386485,la_lowered,11,-165.70908,240.62915,-71.750244,1.0,12,-165.70908,-72.91867,-71.750244,0.5,14,-165.70943,-386.4665,-71.750244,0.5
1,1380043386709,la_lowered,11,-166.26157,242.66937,-63.069336,1.0,12,-166.26173,-70.87851,-63.069336,0.5,14,-166.2619,-384.42633,-63.069336,0.5
1,1380043386970,la_lowered,11,-168.6835,242.43347,-57.254395,1.0,12,-168.68367,-71.11435,-57.254395,0.5,14,-168.68384,-384.66217,-57.254395,0.5
1,1380043387193,la_lowered,11,-164.49332,246.69934,-49.91455,1.0,12,-164.49332,-66.84842,-49.91455,0.5,14,-164.49367,-380.39624,-49.91455,0.5
1,1380043387436,la_lowered,11,-162.4058,249.2973,-43.970215,1.0,12,-162.40598,-64.25052,-43.970215,0.5,14,-162.40614,-377.7984,-43.970215,0.5
1,1380043387668,la_lowered,11,-168.53847,246.98315,-34.23242,1.0,12,-168.53865,-66.56473,-34.23242,0.5,14,-168.53882,-380.11252,-34.23242,0.5
1,1380043387891,la_lowered,11,-168.71944,246.21973,-38.784424,1.0,12,-168.7196,-67.328094,-38.784424,0.5,14,-168.71977,-380.87592,-38.784424,0.5
1,1380043388164,la_lowered,11,-175.78674,232.40219,-74.55493,1.0,12,-175.78693,-81.14569,-74.55493,0.5,14,-175.7871,-394.69345,-74.55493,0.5
1,1380043388415,la_lowered,11,-171.58228,230.18094,-89.51953,1.0,12,-171.58228,-83.36685,-89.51953,0.5,14,-171.58261,-396.91473,-89.51953,0.5
1,1380043388658,la_lowered,11,-158.02136,236.992,-96.857666,1.0,12,-158.02153,-76.555756,-96.857666,0.5,14,-158.02171,-390.10358,-96.857666,0.5
1,1380043388938,la_lowered,11,-151.86235,238.62994,-102.625244,1.0,12,-151.86235,-74.917816,-102.625244,0.5,14,-151.86269,-388.46564,-102.625244,0.5
1,1380043389145,la_lowered,11,-154.28752,240.13171,-95.196045,1.0,12,-154.28769,-73.41611,-95.196045,0.5,14,-154.28786,-386.96393,-95.196045,0.5
1,1380043389345,la_lowered,11,-153.93489,227.24982,-121.04419,1.0,12,-153.93506,-86.29797,-121.04419,0.5,14,-153.93523,-399.84583,-121.04419,0.5
1,1380043389522,la_lowered,11,-157.0019,216.85272,-135.8689,1.0,12,-157.0019,-96.6951,-135.8689,0.5,14,-157.00224,-410.24292,-135.8689,0.5
1,1380043389732,la_lowered,11,-159.67123,206.0072,-149.07812,1.0,12,-159.6714,-107.54056,-149.07812,0.5,14,-159.67174,-421.0884,-149.07812,0.5
1,1380043389977,la_lowered,11,-159.50284,205.34094,-151.02393,1.0,12,-159.50299,-108.20685,-151.02393,0.5,14,-159.50316,-421.75467,-151.02393,0.5
1,1380043390200,la_lowered,11,-163.7442,205.51904,-146.54224,1.0,12,-163.74437,-108.02875,-146.54224,0.5,14,-163.74454,-421.57654,-146.54224,0.5
1,1380043390402,la_lowered,11,-157.90335,227.96411,-109.85571,1.0,12,-157.90335,-85.58374,-109.85571,0.5,14,-157.90369,-399.13153,-109.85571,0.5
1,1380043390593,la_lowered,11,-149.34122,243.04794,-88.82324,1.0,12,-149.3414,-70.49982,-88.82324,0.5,14,-149.34155,-384.04764,-88.82324,0.5
1,1380043390790,la_lowered,11,-143.8987,243.26303,-99.069824,1.0,12,-143.89886,-70.28476,-99.069824,0.5,14,-143.89903,-383.83258,-99.069824,0.5
1,1380043391014,la_lowered,11,-140.7185,245.63571,-99.876465,1.0,12,-140.71867,-67.91214,-99.876465,0.5,14,-140.71901,-381.45993,-99.876465,0.5
1,1380043391199,la_lowered,11,-141.9892,246.29156,-97.437744,1.0,12,-141.98936,-67.256226,-97.437744,0.5,14,-141.98953,-380.80408,-97.437744,0.5
1,1380043391411,la_lowered,11,-141.6922,248.97144,-91.68994,1.0,12,-141.6922,-64.576355,-91.68994,0.5,14,-141.69254,-378.1242,-91.68994,0.5
1,1380043391645,la_lowered,11,-142.91983,247.87225,-93.50122,1.0,12,-142.92,-65.67554,-93.50122,0.5,14,-142.92017,-379.22333,-93.50122,0.5
1,1380043391823,la_lowered,11,-146.43634,244.76782,-96.21362,1.0,12,-146.43651,-68.78003,-96.21362,0.5,14,-146.43668,-382.32782,-96.21362,0.5
1,1380043392129,la_lowered,11,-154.10529,237.75687,-101.47583,1.0,12,-154.10545,-75.790955,-101.47583,0.5,14,-154.10562,-389.33884,-101.47583,0.5
1,1380043392350,la_lowered,11,-153.50957,236.84937,-104.591064,1.0,12,-153.50974,-76.69849,-104.591064,0.5,14,-153.5099,-390.2463,-104.591064,0.5
1,1380043392616,la_lowered,11,-153.816,232.56561,-113.533936,1.0,12,-153.81616,-80.98224,-113.533936,0.5,14,-153.81633,-394.5301,-113.533936,0.5
1,1380043392897,la_lowered,11,-156.18416,229.57977,-116.32837,1.0,12,-156.18433,-83.96802,-116.32837,0.5,14,-156.18466,-397.51587,-116.32837,0.5
1,1380043393103,la_lowered,11,-154.36095,229.21603,-119.47754,1.0,12,-154.36111,-84.33179,-119.47754,0.5,14,-154.36127,-397.87964,-119.47754,0.5
1,1380043393345,la_lowered,11,-155.12668,228.94818,-119.066895,1.0,12,-155.12685,-84.59961,-119.066895,0.5,14,-155.12701,-398.14746,-119.066895,0.5
1,1380043393580,la_lowered,11,-152.88214,230.79257,-118.42383,1.0,12,-152.88231,-82.75525,-118.42383,0.5,14,-152.88248,-396.3031,-118.42383,0.5
1,1380043393808,la_lowered,11,-153.88074,228.01764,-122.3999,1.0,12,-153.8809,-85.53018,-122.3999,0.5,14,-153.88107,-399.078,-122.3999,0.5
1,1380043394118,la_lowered,11,-151.12262,230.2861,-121.48511,1.0,12,-151.12279,-83.26175,-121.48511,0.5,14,-151.12296,-396.80957,-121.48511,0.5
1,1380043394321,la_lowered,11,-154.34709,229.00607,-119.88599,1.0,12,-154.34709,-84.54178,-119.88599,0.5,14,-154.34743,-398.0896,-119.88599,0.5
1,1380043394567,la_lowered,11,-161.0854,236.25076,-93.24341,1.0,12,-161.08557,-77.29697,-93.24341,0.5,14,-161.08574,-390.84482,-93.24341,0.5
1,1380043394780,la_lowered,11,-157.9434,238.50089,-93.0686,1.0,12,-157.94357,-75.04697,-93.0686,0.5,14,-157.94374,-388.59476,-93.0686,0.5
1,1380043394850,la_lowered,11,-156.91335,243.82492,-80.619385,1.0,12,-156.91351,-69.72293,-80.619385,0.5,14,-156.91368,-383.2707,-80.619385,0.5
1,1380043394926,la_lowered,11,-155.03914,245.20038,-80.11597,1.0,12,-155.0393,-68.34744,-80.11597,0.5,14,-155.03949,-381.89526,-80.11597,0.5
1,1380043394994,la_lowered,11,-157.03815,243.39807,-82.07617,1.0,12,-157.03815,-70.14975,-82.07617,0.5,14,-157.03848,-383.69757,-82.07617,0.5
1,1380043395062,la_lowered,11,-158.85606,244.64551,-74.48413,1.0,12,-158.85623,-68.90231,-74.48413,0.5,14,-158.8564,-382.45013,-74.48413,0.5
1,1380043395131,la_lowered,11,-160.47809,244.72449,-70.81128,1.0,12,-160.47809,-68.82327,-70.81128,0.5,14,-160.47842,-382.3711,-70.81128,0.5
1,1380043395200,la_lowered,11,-159.7787,243.60529,-75.98242,1.0,12,-159.7787,-69.942566,-75.98242,0.5,14,-159.77904,-383.49036,-75.98242,0.5
1,1380043395271,la_lowered,11,-160.34776,243.96326,-73.55347,1.0,12,-160.34793,-69.584595,-73.55347,0.5,14,-160.3481,-383.1324,-73.55347,0.5
1,1380043395342,la_lowered,11,-158.58455,244.7738,-74.78662,1.0,12,-158.58472,-68.77399,-74.78662,0.5,14,-158.58488,-382.32184,-74.78662,0.5
1,1380043395417,la_lowered,11,-157.13477,248.19739,-65.966064,1.0,12,-157.13493,-65.3504,-65.966064,0.5,14,-157.1351,-378.89825,-65.966064,0.5
1,1380043395487,la_lowered,11,-158.28258,247.7641,-64.9668,1.0,12,-158.28258,-65.78372,-64.9668,0.5,14,-158.28291,-379.3316,-64.9668,0.5
1,1380043395557,la_lowered,11,-162.82088,245.4331,-62.27954,1.0,12,-162.82104,-68.114624,-62.27954,0.5,14,-162.82121,-381.66254,-62.27954,0.5
1,1380043395626,la_lowered,11,-161.65187,247.06079,-59.010498,1.0,12,-161.65204,-66.48703,-59.010498,0.5,14,-161.6522,-380.0349,-59.010498,0.5
1,1380043395695,la_lowered,11,-164.50716,247.65686,-47.095947,1.0,12,-164.50732,-65.89096,-47.095947,0.5,14,-164.50749,-379.4388,-47.095947,0.5
1,1380043395762,la_lowered,11,-164.41985,246.81097,-51.356934,1.0,12,-164.41985,-66.73688,-51.356934,0.5,14,-164.4202,-380.28473,-51.356934,0.5
1,1380043395830,la_lowered,11,-168.83984,246.88287,-33.487305,1.0,12,-168.84003,-66.66492,-33.487305,0.5,14,-168.8402,-380.21283,-33.487305,0.5
1,1380043395899,la_lowered,11,-169.51926,247.15485,-28.308105,1.0,12,-169.51926,-66.392914,-28.308105,0.5,14,-169.51959,-379.94077,-28.308105,0.5
1,1380043395974,la_lowered,11,-169.49847,248.19324,-16.644531,1.0,12,-169.49847,-65.35455,-16.644531,0.5,14,-169.49881,-378.90244,-16.644531,0.5
1,1380043396051,la_lowered,11,-172.92001,246.35162,-6.4833984,1.0,12,-172.92001,-67.19614,-6.4833984,0.5,14,-172.92035,-380.74396,-6.4833984,0.5
1,1380043396120,la_lowered,11,-175.43391,244.6781,-1.1408691,1.0,12,-175.43391,-68.86969,-1.1408691,0.5,14,-175.43425,-382.41754,-1.1408691,0.5
1,1380043396191,la_lowered,11,-174.27727,245.53174,-0.62524414,1.0,12,-174.27744,-68.01614,-0.62524414,0.5,14,-174.2776,-381.5639,-0.62524414,0.5
1,1380043396264,la_lowered,11,-176.38786,244.02417,-0.27392578,1.0,12,-176.38803,-69.52365,-0.27392578,0.5,14,-176.3882,-383.07153,-0.27392578,0.5
1,1380043396321,la_lowered,11,-175.96735,244.21753,5.975342,1.0,12,-175.96753,-69.33026,5.975342,0.5,14,-175.9677,-382.8781,5.975342,0.5
1,1380043396377,la_lowered,11,-176.18414,243.95276,-5.2355957,1.0,12,-176.18431,-69.59506,-5.2355957,0.5,14,-176.18448,-383.14288,-5.2355957,0.5
1,1380043396434,la_lowered,11,-173.0635,246.104,-10.676025,1.0,12,-173.0635,-67.44385,-10.676025,0.5,14,-173.06384,-380.9917,-10.676025,0.5
1,1380043396490,la_lowered,11,-171.54309,246.81238,-16.979492,1.0,12,-171.54309,-66.73547,-16.979492,0.5,14,-171.54343,-380.28326,-16.979492,0.5
1,1380043396547,la_lowered,11,-172.24812,246.6626,-10.419189,1.0,12,-172.2483,-66.885284,-10.419189,0.5,14,-172.24847,-380.43304,-10.419189,0.5
1,1380043396604,la_lowered,11,-173.42967,245.90259,-9.931641,1.0,12,-173.42984,-67.6452,-9.931641,0.5,14,-173.43002,-381.19308,-9.931641,0.5
1,1380043396660,la_lowered,11,-174.10202,245.37274,-11.550537,1.0,12,-174.10202,-68.17508,-11.550537,0.5,14,-174.10236,-381.7229,-11.550537,0.5
1,1380043396717,la_lowered,11,-174.97028,244.6402,-13.94458,1.0,12,-174.97046,-68.907684,-13.94458,0.5,14,-174.97063,-382.45547,-13.94458,0.5
1,1380043396772,la_lowered,11,-175.18016,244.15314,-18.821777,1.0,12,-175.18016,-69.394714,-18.821777,0.5,14,-175.18051,-382.9425,-18.821777,0.5
1,1380043396828,la_lowered,11,-175.21382,243.95245,-19.649658,1.0,12,-175.21399,-69.59537,-19.649658,0.5,14,-175.21416,-383.14325,-19.649658,0.5
1,1380043396886,la_lowered,11,-174.6329,244.63678,-16.995361,1.0,12,-174.63307,-68.91104,-16.995361,0.5,14,-174.63324,-382.45886,-16.995361,0.5
1,1380043396946,la_lowered,11,-174.81203,244.14899,-21.713867,1.0,12,-174.8122,-69.3988,-21.713867,0.5,14,-174.81236,-382.94666,-21.713867,0.5
1,1380043397003,la_lowered,11,-175.00903,244.47986,-15.42041,1.0,12,-175.00922,-69.06796,-15.42041,0.5,14,-175.00938,-382.61578,-15.42041,0.5
1,1380043397059,la_lowered,11,-174.47937,244.58618,-19.30542,1.0,12,-174.47937,-68.96161,-19.30542,0.5,14,-174.4797,-382.50946,-19.30542,0.5
1,1380043397115,la_lowered,11,-172.36127,245.40686,-26.127197,1.0,12,-172.36143,-68.14093,-26.127197,0.5,14,-172.3616,-381.68878,-26.127197,0.5
1,1380043397172,la_lowered,11,-173.50516,243.30267,-35.858643,1.0,12,-173.50533,-70.24518,-35.858643,0.5,14,-173.5055,-383.79294,-35.858643,0.5
1,1380043397229,la_lowered,11,-175.42238,241.48407,-39.384277,1.0,12,-175.42255,-72.06378,-39.384277,0.5,14,-175.42271,-385.61157,-39.384277,0.5
1,1380043397285,la_lowered,11,-175.77237,240.92004,-41.419434,1.0,12,-175.77254,-72.62775,-41.419434,0.5,14,-175.7727,-386.17563,-41.419434,0.5
1,1380043397342,la_lowered,11,-179.0255,237.79486,-45.163574,1.0,12,-179.02567,-75.75293,-45.163574,0.5,14,-179.02582,-389.30078,-45.163574,0.5
1,1380043397398,la_lowered,11,-179.84412,236.53607,-48.519287,1.0,12,-179.8443,-77.01166,-48.519287,0.5,14,-179.84445,-390.5595,-48.519287,0.5
1,1380043397454,la_lowered,11,-178.6992,238.13629,-44.443115,1.0,12,-178.69937,-75.41156,-44.443115,0.5,14,-178.69954,-388.9594,-44.443115,0.5
1,1380043397510,la_lowered,11,-176.84003,239.1034,-46.70459,1.0,12,-176.8402,-74.44443,-46.70459,0.5,14,-176.84036,-387.99225,-46.70459,0.5
1,1380043397566,la_lowered,11,-176.52997,239.5888,-45.647705,1.0,12,-176.53014,-73.95892,-45.647705,0.5,14,-176.5303,-387.50684,-45.647705,0.5
1,1380043397622,la_lowered,11,-176.80759,239.79297,-43.578857,1.0,12,-176.80775,-73.75482,-43.578857,0.5,14,-176.80792,-387.30267,-43.578857,0.5
1,1380043397678,la_lowered,11,-176.50262,239.54926,-46.14795,1.0,12,-176.50279,-73.99863,-46.14795,0.5,14,-176.50296,-387.5464,-46.14795,0.5
1,1380043397745,la_lowered,11,-177.07585,237.61237,-53.109375,1.0,12,-177.07585,-75.93552,-53.109375,0.5,14,-177.07617,-389.48328,-53.109375,0.5
